,BeverageCategory,Beverage,Food,Rating
7702,Red Wine,Cariñena,Farmer's Cheese,3.5
7703,Red Wine,Cariñena,Butternut Squash,3.5
7704,Red Wine,Cariñena,Pumpkin,3.5
7705,Red Wine,Cariñena,Eggplant,3.5
7706,Red Wine,Cariñena,Tomato,3.5
7707,Red Wine,Cariñena,Kombucha Squash,3.5
7708,Red Wine,Cariñena,Garlic,3.5
7709,Red Wine,Cariñena,Grilled Onion,3.5
7710,Beer,Stout,Pork Chops,3.5
7711,Red Wine,Tannat,Roquefort Cheese,3.5
7712,Red Wine,Tannat,Chaumes Cheese,3.5
7713,Red Wine,Tannat,Venison,3.5
7714,Red Wine,Cariñena,Roasted Chicken,3.5
7715,Red Wine,Cariñena,Bacon,3.5
7716,Red Wine,Cariñena,Coppa,3.5
7717,Red Wine,Cariñena,Bresaola,3.5
7718,Red Wine,Cariñena,Roasted Pork Shoulder,3.5
7719,Red Wine,Cariñena,Gouda Cheese,3.5
7720,Red Wine,Malbec,Ostrich Burgers,3.5
7721,Red Wine,Malbec,Gorgonzola Cheese,3.5
7722,Red Wine,Malbec,Chorizo Sausage,3.5
7723,Red Wine,Malbec,Baked Polenta,3.5
7724,Red Wine,Shiraz,Chocolate Pavlova,3.5
7725,Red Wine,Shiraz,Chicken & Pumpkin,3.5
7726,Red Wine,Shiraz,Sausage Rolls,3.5
7727,Red Wine,Cabernet Franc,Pork Chops,3.5
7728,Beer,Wheat Beer,Pork Chops,3.5
7729,Beer,Hefeweizen / Hefeweissbier,Pork Chops,3.5
7730,Beer,Altbier,Roasted Chicken,3.5
7731,Beer,Altbier,Roast Beef,3.5
7732,Red Wine,Malbec,Blue Cheese,3.5
7733,Red Wine,Malbec,Elk Burger,3.5
7734,Red Wine,Malbec,Bison Burgers,3.5
7735,Red Wine,Malbec,Roasted Red Peppers,3.5
7736,Red Wine,Malbec,Charcuterie,3.5
7737,Red Wine,Malbec,Spaghetti and Meatballs,3.5
7738,Red Wine,Malbec,Duck Confit,3.5
7739,Red Wine,Malbec,Cassoulet,3.5
7740,Beer,Altbier,Cheshire Cheese,3.5
7741,Beer,Altbier,Chorizo Sausage,3.5
7742,Beer,Altbier,Spicy Sausage,3.5
7743,Beer,Altbier,Pecan Pie,3.5
7744,Beer,Altbier,Caramel Glazed Apple Pie,3.5
7745,Beer,Altbier,Maple Walnut Cake,3.5
7746,Beer,Altbier,Pizza,3.5
7747,Beer,Altbier,Meat Lover's Pizza,3.5
7748,Beer,Altbier,Grilled Chicken,3.5
7749,Beer,Altbier,Chicken Sausage,3.5
7750,White Wine,Savennières,Chicken with Mushroom Sauce,3.5
7751,White Wine,Savennières,Shark,3.5
7752,Beer,Altbier,Chicken Tacos,3.5
7753,Beer,Altbier,Tacos,3.5
7754,Beer,Altbier,Fish Tacos,3.5
7755,Beer,Altbier,Burrito,3.5
7756,Beer,Altbier,Steak,3.5
7757,Beer,Altbier,Grilled Steak,3.5
7758,Beer,Altbier,Steak Barbacued,3.5
7759,Beer,Altbier,Camembert Cheese,3.5
7760,White Wine,Sancerre,Tomatillo,3.5
7761,White Wine,Sancerre,Garlic,3.5
7762,White Wine,Sancerre,Ginger,3.5
7763,White Wine,Sancerre,Horseradish,3.5
7764,White Wine,Sancerre,Parsley,3.5
7765,White Wine,Sancerre,Savory,3.5
7766,White Wine,Sancerre,Shallot,3.5
7767,White Wine,Sancerre,Tarragon,3.5
7768,White Wine,Sancerre,White Pepper,3.5
7769,White Wine,Savennières,Monkfish,3.5
7770,Red Wine,Mencía,Green Bell Pepper,3.5
7771,Red Wine,Mencía,Olives,3.5
7772,Beer,Berliner Weisse,Havarti Cheese,3.5
7773,Sherry,"Sherry, Amontillado",Cheddar Cheese,3.5
7774,White Wine,Sancerre,Red Bell Pepper,3.5
7775,White Wine,Sancerre,Green Bell Pepper,3.5
7776,White Wine,Sancerre,Yellow Bell Pepper,3.5
7777,White Wine,Sancerre,Cucumber,3.5
7778,White Wine,Sancerre,Jicama,3.5
7779,White Wine,Sancerre,Onion,3.5
7780,Red Wine,Carménère,Black Eye Peas,3.5
7781,Red Wine,Mencía,White Cheddar,3.5
7782,Red Wine,Mencía,Anise,3.5
7783,Red Wine,Mencía,Tetilla,3.5
7784,Red Wine,Mencía,Sage,3.5
7785,Red Wine,Mencía,Hickory,3.5
7786,Red Wine,Mencía,Sichuan Pepper,3.5
7787,Red Wine,Mencía,Lentils,3.5
7788,Red Wine,Mencía,Wild Rice,3.5
7789,Red Wine,Mencía,Tomato,3.5
7790,Red Wine,Carménère,Black Beans,3.5
7791,Red Wine,Carménère,White Bean Soup,3.5
7792,Red Wine,Carménère,Lentil Soup,3.5
7793,Red Wine,Carménère,Lentils,3.5
7794,Red Wine,Carménère,Beef Tacos,3.5
7795,Red Wine,Carménère,Feta Cheese,3.5
7796,Red Wine,Carménère,Black Pepper,3.5
7797,Red Wine,Carménère,Chipotle Chilie,3.5
7798,Red Wine,Carménère,Garlic,3.5
7799,Red Wine,Carménère,Roasted Peppers,3.5
7800,White Wine,Falanghina,Chicken Kiev,3.5
7801,White Wine,Godello,Chicken Kiev,3.5
7802,Red Wine,Beaujolais,Chicken Kiev,3.5
7803,Red Wine,Carménère,Turkey,3.5
7804,Red Wine,Carménère,Beef Brisket,3.5
7805,Red Wine,Carménère,Goat Cheese,3.5
7806,Red Wine,Carménère,Mozzarella Cheese,3.5
7807,Red Wine,Carménère,Pepper Jack Cheese,3.5
7808,Red Wine,Carménère,Farmer's Cheese,3.5
7809,Red Wine,Carménère,Cotija Cheese,3.5
7810,White Wine,Vermentino,Parsley,3.5
7811,White Wine,Vermentino,Rosemary,3.5
7812,White Wine,Vermentino,Sage,3.5
7813,White Wine,Vermentino,Cauliflower,3.5
7814,White Wine,Vermentino,Cashews,3.5
7815,White Wine,Vermentino,Tangerine,3.5
7816,White Wine,Arneis,Chicken Kiev,3.5
7817,White Wine,Gavi/Cortese di Gavi (DOCG),Chicken Kiev,3.5
7818,White Wine,Tocai Friulano,Chicken Kiev,3.5
7819,Beer,English Brown Ale,Chicken Kiev,3.5
7820,White Wine,Albariño,Avocado,3.5
7821,White Wine,Albariño,Butter Lettuce,3.5
7822,White Wine,Albariño,Endive,3.5
7823,White Wine,Albariño,Celery,3.5
7824,White Wine,Albariño,Onion,3.5
7825,White Wine,Albariño,Oranges,3.5
7826,White Wine,Albariño,Grapefruit,3.5
7827,White Wine,Albariño,Taro Root,3.5
7828,Beer,Pilsner,Beef Stew,3.5
7829,White Wine,Vermentino,Marjoram,3.5
7830,White Wine,Albariño,Carrots,3.5
7831,White Wine,Albariño,Jicama,3.5
7832,White Wine,Albariño,Cucumber,3.5
7833,White Wine,Albariño,Mint,3.5
7834,White Wine,Albariño,Green Onion,3.5
7835,White Wine,Albariño,Shallot,3.5
7836,White Wine,Albariño,Ginger,3.5
7837,White Wine,Albariño,Yams,3.5
7838,White Wine,Albariño,Fennel,3.5
7839,White Wine,Albariño,Cilantro,3.5
7840,White Wine,Grüner Veltliner,Coconut,3.5
7841,White Wine,Grüner Veltliner,Red Bell Pepper,3.5
7842,White Wine,Grüner Veltliner,Wax Pepper,3.5
7843,White Wine,Grüner Veltliner,Broccoli,3.5
7844,White Wine,Grüner Veltliner,Endive,3.5
7845,White Wine,Grüner Veltliner,Swiss Chard,3.5
7846,White Wine,Grüner Veltliner,Jicama,3.5
7847,White Wine,Grüner Veltliner,Capers,3.5
7848,White Wine,Grüner Veltliner,Ginger,3.5
7849,White Wine,Grüner Veltliner,Lobster with Ginger,3.5
7850,White Wine,Torrontés,Mango,3.5
7851,White Wine,Grüner Veltliner,Pork Chops,3.5
7852,White Wine,Grüner Veltliner,Deviled Eggs,3.5
7853,White Wine,Grüner Veltliner,Radishes,3.5
7854,White Wine,Grüner Veltliner,Celery,3.5
7855,White Wine,Grüner Veltliner,Green Onion,3.5
7856,White Wine,Grüner Veltliner,Ricotta Cheese,3.5
7857,White Wine,Grüner Veltliner,Green Bell Pepper,3.5
7858,White Wine,Grüner Veltliner,Artichoke,3.5
7859,White Wine,Grüner Veltliner,Sunchokes,3.5
7860,White Wine,Torrontés,Pecorino Cheese,3.5
7861,White Wine,Torrontés,Asiago Cheese,3.5
7862,White Wine,Torrontés,Manchego Cheese,3.5
7863,White Wine,Torrontés,Farmer's Cheese,3.5
7864,White Wine,Torrontés,Butternut Squash,3.5
7865,White Wine,Torrontés,Yams,3.5
7866,Beer,Berliner Weisse,Chevre Cheese,3.5
7867,White Wine,Torrontés,Radishes,3.5
7868,White Wine,Torrontés,Red Bell Pepper,3.5
7869,White Wine,Torrontés,Green Onion,3.5
7870,White Wine,Muscadet,Parsnip,3.5
7871,White Wine,Muscadet,Kohlrabi,3.5
7872,White Wine,Muscadet,Celeriac,3.5
7873,Red Wine,Lambrusco,Grilled Chicken,3.5
7874,Red Wine,Tempranillo,Fried Chicken,3.5
7875,Red Wine,Lambrusco,Fried Chicken,3.5
7876,White Wine,Furmint,Fried Chicken,3.5
7877,White Wine,Grüner Veltliner,Fried Chicken,3.5
7878,Sparkling Wine,Sparkling Shiraz,Fried Chicken,3.5
7879,White Wine,Riesling,Fried Chicken,3.5
7880,White Wine,Muscadet,Cheese Fondue,3.5
7881,White Wine,Muscadet,Gruyere Cheese,3.5
7882,White Wine,Muscadet,Swiss Cheese,3.5
7883,White Wine,Muscadet,Brie Cheese,3.5
7884,White Wine,Muscadet,Parmesan Cheese,3.5
7885,White Wine,Muscadet,Gouda Cheese,3.5
7886,White Wine,Muscadet,Sunchokes,3.5
7887,White Wine,Muscadet,French Fries,3.5
7888,White Wine,Muscadet,Zucchini,3.5
7889,White Wine,Muscadet,Turnip,3.5
7890,Red Wine,Montepulciano,Pepper Jack Cheese,3.5
7891,Red Wine,Montepulciano,Stuffed Baked Potato,3.5
7892,Red Wine,Montepulciano,Southern Style Collard Greens,3.5
7893,Red Wine,Nerello Mascalese,Roasted Mushrooms,3.5
7894,Red Wine,Montepulciano,Pinto Beans,3.5
7895,Red Wine,Montepulciano,Wild Rice,3.5
7896,Red Wine,Nero d'Avola,Grilled Hamburgers,3.5
7897,Red Wine,Nero d'Avola,Black Bean Burgers,3.5
7898,Red Wine,Nero d'Avola,Shitake Mushrooms,3.5
7899,White Wine,Muscadet,Seitan,3.5
7900,Red Wine,Nerello Mascalese,Barbecued Short Ribs,3.5
7901,Red Wine,Nerello Mascalese,Pecorino Cheese,3.5
7902,Red Wine,Nerello Mascalese,Caciocavallo Cheese,3.5
7903,Red Wine,Nerello Mascalese,Provolone Cheese,3.5
7904,Red Wine,Nerello Mascalese,Gruyere Cheese,3.5
7905,Red Wine,Montepulciano,Shepherd's Pie,3.5
7906,Red Wine,Montepulciano,Baked Macaroni and Cheese,3.5
7907,Red Wine,Montepulciano,Aged Cheddar,3.5
7908,Red Wine,Montepulciano,Parmesan Cheese,3.5
7909,Red Wine,Montepulciano,Asiago Cheese,3.5
7910,Red Wine,Gamay,Pecan Pie,3.5
7911,Red Wine,Petite Sirah,Meatloaf,3.5
7912,Red Wine,Cannonau,Pasta with Tomato Sauce,3.5
7913,Red Wine,Nero d'Avola,Pasta with Tomato Sauce,3.5
7914,Red Wine,Nerello Mascalese,Bacon,3.5
7915,Red Wine,Nerello Mascalese,Hamburgers,3.5
7916,Red Wine,Nerello Mascalese,Pork Roasted,3.5
7917,Red Wine,Nerello Mascalese,Meatloaf,3.5
7918,Red Wine,Nerello Mascalese,Steak,3.5
7919,Red Wine,Nerello Mascalese,Sweet and Sour Pork,3.5
7920,Red Wine,Rosso Conero DOC,Shepherd's Pie,3.5
7921,Red Wine,Rosso Conero DOC,Meatloaf,3.5
7922,Red Wine,Rosso Conero DOC,Beef Tacos,3.5
7923,Sparkling Wine,Prosecco,BBQ Ribs,3.5
7924,Sparkling Wine,Cava,BBQ Ribs,3.5
7925,Red Wine,Petit Verdot,Navy Beans,3.5
7926,Red Wine,Petit Verdot,Kidney Beans,3.5
7927,Red Wine,Shiraz,Canadian Bacon,3.5
7928,Red Wine,"Pinotage, South Africa",Canadian Bacon,3.5
7929,Red Wine,Petite Sirah,Canadian Bacon,3.5
7930,Red Wine,Rioja Reserva,Hamburgers,3.5
7931,Red Wine,Rioja Reserva,Grilled Salmon ,3.5
7932,Red Wine,Rioja Reserva,Grilled Swordfish,3.5
7933,Red Wine,Rioja Crianza,Pasta,3.5
7934,Red Wine,Rioja Crianza,Chicken,3.5
7935,Red Wine,Amarone,Elk,3.5
7936,Beer,English Porter,Grilled Chicken,3.5
7937,Beer,English Porter,Grilled Dishes,3.5
7938,White Wine,Grüner Veltliner,Hamburgers with Cheese,3.5
7939,White Wine,Gewürztraminer,Hot Dogs with the Works,3.5
7940,Red Wine,Beaujolais,Grilled Cheese Sandwich,3.5
7941,Red Wine,Pinot Noir,Grilled Cheese Sandwich,3.5
7942,Red Wine,Ripasso Valpolicella,Blue Cheese,3.5
7943,Beer,Pale Ale,Arugula,3.5
7944,White Wine,Sauvignon Blanc,Seafood Macaroni and Cheese,3.5
7945,White Wine,Viognier,Seafood Macaroni and Cheese,3.5
7946,White Wine,Riesling,Seafood Macaroni and Cheese,3.5
7947,White Wine,Pinot Grigio,Seafood Macaroni and Cheese,3.5
7948,Sparkling Wine,Sparkling Wine,Seafood Macaroni and Cheese,3.5
7949,Red Wine,Rioja Reserva,Grilled Sausage,3.5
7950,Beer,Belgian Strong Golden Ale,Sea Urchin,3.5
7951,Beer,Weissbock,Sea Urchin,3.5
7952,Beer,Saison,Shrimp,3.5
7953,Beer,Belgian Strong Golden Ale,Shrimp,3.5
7954,Beer,American Pale Ale,Shrimp,3.5
7955,Beer,Irish Stout,Shrimp,3.5
7956,Beer,Irish Stout,Shepherd's Pie,3.5
7957,Beer,Dunkel,Shepherd's Pie,3.5
7958,Beer,Belgian Strong Golden Ale,Skate,3.5
7959,White Wine,Riesling,Vegetarian Stir Fry,3.5
7960,Beer,American Amber Lager,Salsa,3.5
7961,Beer,Oktoberfest Märzen,Salsa,3.5
7962,Beer,Gueuze,Sardines,3.5
7963,Beer,Flanders Red Ale,Sardines,3.5
7964,Beer,Dunkel,Sausage,3.5
7965,Beer,Altbier,Sausage,3.5
7966,Beer,Biere De Garde,Sausage,3.5
7967,Beer,Saison,Sausage,3.5
7968,Beer,Witbier,Scallops,3.5
7969,Beer,Kölsch,Scallops,3.5
7970,White Wine,Gewürztraminer,Chicken Curry Dishes,3.5
7971,White Wine,"Pinot Gris, Alsace",Chicken Curry Dishes,3.5
7972,White Wine,Viognier,Chicken Curry Dishes,3.5
7973,Beer,Belgian Strong Golden Ale,Salami,3.5
7974,Beer,Tripel,Salami,3.5
7975,Beer,Saison,Salami,3.5
7976,Beer,Irish Stout,Salami,3.5
7977,Beer,Saison,Salmon,3.5
7978,Beer,Pilsner,Salmon,3.5
7979,Beer,American India Pale Ale,Salmon,3.5
7980,Red Wine,Mencía,Spicy Sausage,3.5
7981,Beer,Doppelbock,Italian Sausage,3.5
7982,Beer,Doppelbock,Coffee Cake,3.5
7983,White Wine,Sauvignon Blanc,Chicken with a Leek and Mushroom Sauce,3.5
7984,White Wine,Gewürztraminer,"Shrimp, Leek, and Spinach Risotto",3.5
7985,White Wine,Riesling,"Shrimp, Leek, and Spinach Risotto",3.5
7986,Red Wine,Ripasso Valpolicella,Rotisserie Chicken,3.5
7987,White Wine,Soave (Superiore),Pork Tenderloin,3.5
7988,Beer,Amber Ale,Pork Chops Fried,3.5
7989,Beer,Amber Ale,Veal Schnitzel,3.5
7990,Beer,Baltic Porter,Raspberry Dessert,3.5
7991,Beer,Belgian Strong Golden Ale,Ratatouille,3.5
7992,Beer,Dubbel,Ratatouille,3.5
7993,Beer,Biere De Garde,Risotto,3.5
7994,Red Wine,Malbec,Pizza with Sausage,3.5
7995,Red Wine,Malbec,Pizza with Mushrooms,3.5
7996,White Wine,Verdejo,Ratatouille,3.5
7997,Red Wine,Tempranillo,Sole,3.5
7998,Red Wine,Tempranillo,Grouper,3.5
7999,Red Wine,Mencía,Sausage Hot and Spicy,3.5
8000,Beer,Oktoberfest Märzen,Pork Roasted,3.5
8001,Beer,Biere De Garde,Pork Roasted,3.5
8002,Beer,Baltic Porter,Pumpkin Pie,3.5
8003,Beer,Dunkel,Pepperoni Pizza,3.5
8004,Beer,Belgian Pale Ale,Quail,3.5
8005,Beer,British Bitter,Quail,3.5
8006,Beer,American Wheat Beer,Quiche,3.5
8007,Beer,British Strong Ale,Rabbit,3.5
8008,Beer,British Bitter,Rabbit,3.5
8009,Beer,American Amber Ale,Raspberry Dessert,3.5
8010,Beer,Helles,Pasta with Seafood,3.5
8011,Beer,British Brown Ale,Pâté,3.5
8012,Beer,American Brown Ale,Pâté,3.5
8013,Beer,Saison,Satay,3.5
8014,Beer,Saison,Peanut Sauce,3.5
8015,Beer,Baltic Porter,Pecan Pie,3.5
8016,Beer,Old Ale,Pheasant,3.5
8017,Beer,British Bitter,Pheasant,3.5
8018,Beer,Oktoberfest Märzen,Pizza,3.5
8019,Beer,Altbier,Beef Tacos,3.5
8020,Beer,Barley Wine,Oxtail,3.5
8021,Beer,Hellesbock,Ostrich,3.5
8022,Beer,Kölsch,Oysters,3.5
8023,Beer,Gueuze,Oysters,3.5
8024,Beer,Flanders Red Ale,Oysters,3.5
8025,Beer,Dunkel,Onion Tart,3.5
8026,Beer,American Amber Lager,Onion Tart,3.5
8027,Beer,British Bitter,Paella,3.5
8028,Beer,Sweet Fruit Beer,Panna Cotta,3.5
8029,Beer,Baltic Porter,Panna Cotta,3.5
8030,Beer,Gueuze,Mussels,3.5
8031,Beer,Pilsner,Seafood,3.5
8032,Beer,English Brown Ale,Venison,3.5
8033,Beer,English Brown Ale,Quail,3.5
8034,Beer,English Brown Ale,Wild Boar,3.5
8035,Beer,Weissbier,Octopus,3.5
8036,Beer,Witbier,Octopus,3.5
8037,Beer,Doppelbock,Oxtail,3.5
8038,Beer,Scotch Ale,Oxtail,3.5
8039,Beer,Old Ale,Oxtail,3.5
8040,Beer,British Bitter,Monkfish,3.5
8041,Beer,British Brown Ale,Monkfish,3.5
8042,Beer,Dubbel,Monkfish,3.5
8043,Beer,American Pale Ale,Moroccan Cuisine,3.5
8044,Beer,American India Pale Ale,Moroccan Cuisine,3.5
8045,Beer,Dortmunder Export,Moroccan Cuisine,3.5
8046,Beer,Helles,Moroccan Cuisine,3.5
8047,Beer,Belgian Strong Golden Ale,Moroccan Cuisine,3.5
8048,Beer,British Brown Ale,Mushrooms,3.5
8049,Beer,Scotch Ale,Mushrooms,3.5
8050,Beer,British Pale Ale,Indian Cuisine,3.5
8051,Beer,Biere De Garde,Roasted Lamb,3.5
8052,Beer,Kentucky Common,Feta Cheese,3.5
8053,Beer,Dunkel,Lentils,3.5
8054,Beer,Helles,Lobster,3.5
8055,Beer,Irish Stout,Lobster,3.5
8056,Beer,Altbier,Macaroni and Cheese,3.5
8057,Beer,Oktoberfest Märzen,Macaroni and Cheese,3.5
8058,Beer,Kentucky Common,Monterey Jack Cheese,3.5
8059,Beer,Altbier,Meatloaf,3.5
8060,Beer,Felmish Brown Ale,Herring (Smoked Fish),3.5
8061,Beer,Flemish Red Ale,Herring (Smoked Fish),3.5
8062,Beer,Gueuze,Herring (Smoked Fish),3.5
8063,Beer,Dunkel,Hummus,3.5
8064,Beer,English Brown Ale,Hummus,3.5
8065,Beer,Baltic Porter,Ice Cream,3.5
8066,Beer,Framboise/Frambozen,Ice Cream,3.5
8067,Beer,American India Pale Ale,Indian Cuisine Spicy-Hot,3.5
8068,Beer,Belgian Ale,Indian Cuisine,3.5
8069,Beer,Pilsner,Indian Cuisine,3.5
8070,Beer,Oktoberfest Märzen,Ham,3.5
8071,Beer,Belgian Ale,Ham,3.5
8072,Beer,English Brown Ale,Ham,3.5
8073,Beer,Doppelbock,Prosciutto,3.5
8074,Beer,Dortmunder Export,Prosciutto,3.5
8075,Beer,Weissbock,Prosciutto,3.5
8076,Beer,Doppelbock,Serrano,3.5
8077,Beer,Dortmunder Export,Serrano,3.5
8078,Beer,Weissbock,Serrano,3.5
8079,Beer,Weissbier,Herring (Smoked Fish),3.5
8080,Beer,Dubbel,Roasted Chicken,3.5
8081,Beer,Lager,Roasted Chicken,3.5
8082,Beer,Belgian Pale Ale,Roasted Chicken,3.5
8083,Beer,Belgian Ale,Tandoori Chicken,3.5
8084,Beer,Dunkel,Chinese Cuisine,3.5
8085,Beer,Belgian Ale,Chinese Cuisine,3.5
8086,Beer,Belgian Ale,Chorizo Sausage,3.5
8087,Beer,Irish Stout,Chili Relleno,3.5
8088,Beer,Helles,Halibut,3.5
8089,Beer,Wheat Beer,Halibut,3.5
8090,Beer,Saison,Cajun Cuisine,3.5
8091,Beer,American India Pale Ale,Calamari,3.5
8092,Beer,Saison,Calamari,3.5
8093,Beer,Irish Stout,Caribbean Cusine,3.5
8094,Beer,Doppelbock,Cassoulet,3.5
8095,Beer,Oktoberfest Märzen,Charcuterie,3.5
8096,Beer,Märzenbier,Charcuterie,3.5
8097,Beer,Pale Ale,Charcuterie,3.5
8098,Beer,American Stout,Cheesecake,3.5
8099,Beer,Märzenbier,Roasted Chicken,3.5
8100,Beer,Kölsch,Fish Cakes,3.5
8101,Beer,Trappist,Goulash,3.5
8102,Beer,Abbey Beer,Goulash,3.5
8103,Beer,Baltic Porter,Goulash,3.5
8104,Beer,Amber Ale,Guacamole,3.5
8105,Beer,Amber Lager,Lamb Rogan Josh,3.5
8106,Beer,Dortmunder Export,Lamb Rogan Josh,3.5
8107,Beer,Weissbock,Mole Poblano,3.5
8108,Beer,Kölsch,Caesar Salad,3.5
8109,Beer,Dunkel,Cajun Cuisine,3.5
8110,Beer,Framboise/Frambozen,Foie Gras,3.5
8111,Beer,Kriek,Foie Gras,3.5
8112,Beer,Scotch Ale,Foie Gras,3.5
8113,Beer,American Brown Ale,Foie Gras,3.5
8114,Beer,Saison,Falafel,3.5
8115,Beer,India Pale Ale - IPA,Falafel,3.5
8116,Beer,Pilsner,Falafel,3.5
8117,Beer,Dortmunder Export,Falafel,3.5
8118,Beer,Helles,Fish Cakes,3.5
8119,Beer,Dortmunder Export,Fish Cakes,3.5
8120,Beer,Porter,Bison,3.5
8121,Red Wine,Amarone,Danish Blue Cheese,3.5
8122,White Wine,Chardonnay,Pumpkin Pie,3.5
8123,Tea,"Tea, Black",Pumpkin Pie,3.5
8124,Beer,Kölsch,Omelette with Cheese,3.5
8125,Beer,Helles,Omelette with Cheese,3.5
8126,Beer,Märzenbier,Enchiladas,3.5
8127,Beer,Smoked Beer,Enchiladas,3.5
8128,Red Wine,Cabernet Sauvignon,Appleby's Cheese,3.5
8129,Beer,Trappist,Foie Gras,3.5
8130,Sparkling Wine,Prosecco,Nut Desserts,3.5
8131,Sparkling Wine,Prosecco,Nutty Desserts,3.5
8132,Sparkling Wine,Prosecco,Pecan Pie,3.5
8133,Dessert Wine,Ice Wine,Hazelnut Banana French Toast,3.5
8134,Dessert Wine,Sauternes,Hazelnut Banana French Toast,3.5
8135,Beer,Trappist,Beef Braised,3.5
8136,Beer,Weissbier,Beef Braised,3.5
8137,Beer,Witbier,Beets,3.5
8138,Beer,Doppelbock,Beets,3.5
8139,Beer,Abbey Beer,Beets,3.5
8140,White Wine,Semillon,Butternut Squash Soup,3.5
8141,White Wine,Pinot Gris,Butternut Squash Soup,3.5
8142,White Wine,Gavi/Cortese di Gavi (DOCG),Butternut Squash Soup,3.5
8143,White Wine,Gewürztraminer,Butternut Squash Soup,3.5
8144,White Wine,Riesling,Butternut Squash Soup,3.5
8145,White Wine,Verdelho,Butternut Squash Soup,3.5
8146,White Wine,Riesling,Mixed Greens with Raspberry Vinaigrette,3.5
8147,Beer,Ale,Sole with Lemon Butter Sauce,3.5
8148,Sparkling Wine,Prosecco,Cookies with Nuts,3.5
8149,Sparkling Wine,Prosecco,Biscotti Nutty,3.5
8150,Red Wine,Zinfandel,Grilled Vegetable Sandwich,3.5
8151,Red Wine,Beaujolais,Grilled Vegetable Sandwich,3.5
8152,White Wine,Chardonnay,Green Beans,3.5
8153,Red Wine,Baco Noir,Chicken Wings Spicy,3.5
8154,Red Wine,Baco Noir,Lamb Kebabs,3.5
8155,Red Wine,Baco Noir,Pasta with Tomato Sauce,3.5
8156,White Wine,Pinot Blanc,Salad with Creamy Dressing,3.5
8157,White Wine,Pinot Blanc,Muenster Cheese,3.5
8158,White Wine,Pinot Blanc,Onion Tart,3.5
8159,White Wine,Chenin Blanc,Fruit Salad,3.5
8160,Red Wine,"Châteauneuf du Pape, Red",Wild Boar Grilled,3.5
8161,Red Wine,Zinfandel,Wild Boar Roasted,3.5
8162,Red Wine,Nero d'Avola,Pasta with Meatballs/Meat Sauce,3.5
8163,Red Wine,Aglianico,Pasta with Meatballs/Meat Sauce,3.5
8164,White Wine,Sauvignon Blanc,Calamari,3.5
8165,White Wine,Chardonnay,Calamari,3.5
8166,Red Wine,Gamay,Bluefish,3.5
8167,Red Wine,Grenache,Bluefish,3.5
8168,Red Wine,"Beaujolais, Cru",Chicken Kiev,3.5
8169,Red Wine,Syrah,Tacos,3.5
8170,Red Wine,Zinfandel,Tacos Bean,3.5
8171,Red Wine,Syrah,Tacos Bean,3.5
8172,White Wine,Sauvignon Blanc,Fish Tacos,3.5
8173,White Wine,Chardonnay,Broccoli Soup,3.5
8174,White Wine,Sauvignon Blanc,Broccoli Soup,3.5
8175,White Wine,Chardonnay,Broccoli Salad,3.5
8176,White Wine,Sauvignon Blanc,Broccoli Salad,3.5
8177,Red Wine,Zinfandel,Wild Boar Barbecued,3.5
8178,Red Wine,Cabernet Sauvignon,Wild Boar Barbecued,3.5
8179,Red Wine,"Crozes Hermitage, Red",Wild Boar Grilled,3.5
8180,White Wine,Pinot Blanc,Fettucine Alfredo,3.5
8181,White Wine,Pouilly Fumé,Camembert Cheese,3.5
8182,Red Wine,Zinfandel,Aioli,3.5
8183,White Wine,Sauvignon Blanc,Aioli,3.5
8184,Sparkling Wine,Sparkling Wine,Avocado,3.5
8185,White Wine,White Zinfandel,Baba Ghanoush,3.5
8186,Red Wine,Pinot Noir,Cabbage Rolls,3.5
8187,Dessert Wine,Moscato d'Asti,Chicken Tacos,3.5
8188,White Wine,Torrontés,Chicken Tacos,3.5
8189,Rosé,Rosé,Chicken Tacos,3.5
8190,White Wine,Sancerre,Anchovies,3.5
8191,White Wine,Albariño,Oysters Raw,3.5
8192,White Wine,Aligoté,Oysters Raw,3.5
8193,White Wine,"Burgundy, White",Oysters Raw,3.5
8194,Sparkling Wine,Cava,Oysters Raw,3.5
8195,White Wine,Pinot Blanc,Oysters Raw,3.5
8196,White Wine,Pinot Grigio,Oysters Raw,3.5
8197,Sherry,"Sherry, Fino",Oysters Raw,3.5
8198,Sherry,"Sherry, Manzanilla",Oysters Raw,3.5
8199,Red Wine,Pinot Noir,Fettucine Alfredo,3.5
8200,Red Wine,Dolcetto d'Asti DOC,Pickled Veal Tongue,3.5
8201,Red Wine,Dolcetto d'Asti DOC,Mozzarella Cheese,3.5
8202,Red Wine,"Coteaux du Languedoc, Red AOC",Turkey Roasted,3.5
8203,Dessert Wine,Bonnezeaux,Desserts,3.5
8204,Red Wine,Cornas AOC,Saint-Marcellin Cheese,3.5
8205,Red Wine,Cornas AOC,Brillat Savarin Cheese,3.5
8206,Red Wine,Cornas AOC,Chaource Cheese,3.5
8207,Red Wine,Côte Rôtie (AOC),Duck,3.5
8208,Red Wine,Côte Rôtie (AOC),Duck Roasted,3.5
8209,White Wine,Albariño,Anchovies,3.5
8210,Red Wine,Montefalco Rosso DOC,Grilled Steak,3.5
8211,White Wine,Gavi/Cortese di Gavi (DOCG),Salmon Canapés,3.5
