,category,beverage,food,Grape,ind,sodium,calories,fat,cholesterol,carbs,protein,BODY,Tannin,Acid,ABV,Dryness,FRUIT
2123,Red Wine,Shiraz,Middle Eastern Cuisine,Syrah,123,646,271,16.9,0,4,7.1,5,3,3,4,2,5
2124,Red Wine,Syrah,Middle Eastern Cuisine,Syrah,123,646,271,16.9,0,4,7.1,5,3,3,4,2,5
2125,Red Wine,Syrah,Nutmeg,Syrah,125,319,410,14.7,83,4,4.6,5,3,3,4,2,5
2126,Red Wine,Shiraz,Nutmeg,Syrah,125,319,410,14.7,83,4,4.6,5,3,3,4,2,5
2127,Red Wine,Shiraz,Onion,Syrah,126,3336,618,35.9,114,5,29.7,5,3,3,4,2,5
2128,Red Wine,Syrah,Onion,Syrah,126,3336,618,35.9,114,5,29.7,5,3,3,4,2,5
2129,Red Wine,Côte Rôtie (AOC),Rabbit,Syrah,148,894,767,33.3,300,9,79.1,5,3,3,4,2,5
2130,Red Wine,Shiraz,Rabbit,Syrah,148,894,767,33.3,300,9,79.1,5,3,3,4,2,5
2131,Red Wine,Syrah,Rabbit,Syrah,148,894,767,33.3,300,9,79.1,5,3,3,4,2,5
2132,Red Wine,"Hermitage, Red",Rabbit,Syrah,148,894,767,33.3,300,9,79.1,5,3,3,4,2,5
2133,Red Wine,Shiraz,Rosemary,Syrah,7,165,596,33.7,198,8,68.1,5,3,3,4,2,5
2134,Red Wine,Syrah,Rosemary,Syrah,7,165,596,33.7,198,8,68.1,5,3,3,4,2,5
2135,Red Wine,Shiraz,Chorizo Sausage,Syrah,27,640,369,30.7,84,1,19.2,5,3,3,4,2,5
2136,Red Wine,Syrah,Chorizo Sausage,Syrah,27,640,369,30.7,84,1,19.2,5,3,3,4,2,5
2137,Red Wine,Shiraz,Spicy Sausage,Syrah,28,2165,831,34.1,99,7,40,5,3,3,4,2,5
2138,Red Wine,Syrah,Spicy Sausage,Syrah,28,2165,831,34.1,99,7,40,5,3,3,4,2,5
2139,Red Wine,Shiraz,Fish Smoked,Syrah,38,95,37,3.3,8,1,1.9,5,3,3,4,2,5
2140,Red Wine,Shiraz,Steak Flank,Syrah,56,935,275,22.5,27,4,14.8,5,3,3,4,2,5
2141,Red Wine,Syrah,Steak Flank,Syrah,56,935,275,22.5,27,4,14.8,5,3,3,4,2,5
2142,Red Wine,Shiraz,Steak and Mushrooms,Syrah,57,213,225,13.2,60,8,20.8,5,3,3,4,2,5
2143,Red Wine,Shiraz,Swordfish with Peppercorn Crust,Syrah,66,146,199,13,0,9,2.4,5,3,3,4,2,5
2144,Red Wine,Syrah,Swordfish with Peppercorn Crust,Syrah,66,146,199,13,0,9,2.4,5,3,3,4,2,5
2145,Red Wine,Côte Rôtie (AOC),Venison Roasted,Syrah,111,1882,314,8,171,10,48,5,3,3,4,2,5
2146,Red Wine,Syrah,Asiago Cheese,Syrah,117,239,165,3.8,2,1,5.1,5,3,3,4,2,5
2147,Red Wine,Shiraz,Beef Brisket,Syrah,140,1877,455,33.7,162,4,30.6,5,3,3,4,2,5
2148,Red Wine,Shiraz,Beef Teriyaki,Syrah,1,569,232,4.9,33,7,17.9,5,3,3,4,2,5
2149,White Wine,"Hermitage, Red/White",Autumn,Syrah,4,165,341,23.4,82,3,5.1,5,3,3,4,2,5
2150,Red Wine,Shiraz,Red Beans,Syrah,11,465,118,2.7,5,18,6,5,3,3,4,2,5
2151,Red Wine,Shiraz,Beef Casserole,Syrah,17,465,299,16.1,37,8,12.7,5,3,3,4,2,5
2152,Red Wine,Syrah,Beef Casserole,Syrah,17,465,299,16.1,37,8,12.7,5,3,3,4,2,5
2153,Red Wine,Shiraz,Grilled Asian Beef,Syrah,20,1638,484,26.8,121,2,40.1,5,3,3,4,2,5
2154,Red Wine,Syrah,Braised Dishes,Syrah,30,2072,250,19.1,62,3,16.2,5,3,3,4,2,5
2155,Red Wine,Shiraz,Braised Dishes,Syrah,30,2072,250,19.1,62,3,16.2,5,3,3,4,2,5
2156,Red Wine,Syrah,Calzone,Syrah,42,623,285,11.1,29,2,11.3,5,3,3,4,2,5
2157,Red Wine,Shiraz,Calzone,Syrah,42,623,285,11.1,29,2,11.3,5,3,3,4,2,5
2158,Red Wine,Shiraz,Caraway Seeds,Syrah,45,210,73,3.6,0,4,1.5,5,3,3,4,2,5
2159,Red Wine,Syrah,Caraway Seeds,Syrah,45,210,73,3.6,0,4,1.5,5,3,3,4,2,5
2160,Red Wine,"Crozes Hermitage, Red",Banon Cheese,Syrah,52,654,426,31.6,21,1,8,5,3,3,4,2,5
2161,Red Wine,Syrah,Vermont Shepherd Cheese,Syrah,77,301,517,28.3,132,2,29.2,5,3,3,4,2,5
2162,Red Wine,Shiraz,Ancho Chilie,Syrah,93,1246,347,19.9,68,6,21.4,5,3,3,4,2,5
2163,Red Wine,Syrah,Ancho Chilie,Syrah,93,1246,347,19.9,68,6,21.4,5,3,3,4,2,5
2164,Red Wine,"Syrah, Northern Rhône",Ancho Chilie,Syrah,93,1246,347,19.9,68,6,21.4,5,3,3,4,2,5
2165,Red Wine,Syrah,Guajillo Chilie,Syrah,96,1246,347,19.9,68,6,21.4,5,3,3,4,2,5
2166,Red Wine,"Syrah, Languedoc",Guajillo Chilie,Syrah,96,1246,347,19.9,68,6,21.4,5,3,3,4,2,5
2167,Red Wine,Shiraz,Duck with Black Pepper,Syrah,123,415,107,5.4,0,8,3.5,5,3,3,4,2,5
2168,Red Wine,Syrah,Duck with Black Pepper,Syrah,123,415,107,5.4,0,8,3.5,5,3,3,4,2,5
2169,Red Wine,Syrah,Braised Duck,Syrah,124,2343,712,28.7,107,64,44.8,5,3,3,4,2,5
2170,Red Wine,Shiraz,Meat Fondue,Syrah,155,17,122,7.8,13,4,1.6,5,3,3,4,2,5
2171,Red Wine,Syrah,Meat Fondue,Syrah,155,17,122,7.8,13,4,1.6,5,3,3,4,2,5
2172,Red Wine,Syrah,Goat Stewed,Syrah,162,1670,272,6.5,53,27,26.2,5,3,3,4,2,5
2173,Red Wine,Shiraz,Greek Cuisne Meat Dishes,Syrah,164,877,332,12.2,56,9,23.2,5,3,3,4,2,5
2174,Red Wine,Syrah,Honey Desserts,Syrah,176,225,159,14.8,7,3,0.4,5,3,3,4,2,5
2175,Red Wine,"Crozes Hermitage, Red",Lamb with Mushrooms and Herbs,Syrah,186,493,412,19.4,76,6,25.7,5,3,3,4,2,5
2176,Red Wine,"Crozes Hermitage, Red",Lamb with Mushrooms and Herbs,Syrah,186,493,412,19.4,76,6,25.7,5,3,3,4,2,5
2177,Red Wine,Syrah,Hershey's Milk Chocolate,Syrah,190,31,115,7.3,6,7,1.4,5,3,3,4,2,5
2178,Red Wine,Shiraz,Chocolate Pavlova,Syrah,229,52,373,22.3,82,1,3.7,5,3,3,4,2,5
2179,Red Wine,Shiraz,Sausage Rolls,Syrah,230,466,319,26.6,31,13,6.4,5,3,3,4,2,5
2180,Red Wine,Shiraz,Sage,Syrah,240,1342,527,28.9,155,7,28.6,5,3,3,4,2,5
2181,Red Wine,Syrah,Sage,Syrah,240,1342,527,28.9,155,7,28.6,5,3,3,4,2,5
2182,Red Wine,Syrah,Tacos Bean,Syrah,27,1352,986,80,93,7,28.2,5,3,3,4,2,5
2183,Red Wine,Côte Rôtie (AOC),Duck Roasted,Syrah,31,66,389,31.3,91,5,21.8,5,3,3,4,2,5
2184,Red Wine,Syrah,Veal Braised Shanks or Shoulder,Syrah,43,2072,250,19.1,62,3,16.2,5,3,3,4,2,5
2185,Red Wine,Shiraz,Steak with Mustard,Syrah,65,5266,641,38.8,141,8,47.8,5,3,3,4,2,5
2186,Red Wine,Shiraz,Bean and Bacon,Syrah,86,301,104,6.5,8,6,3.9,5,3,3,4,2,5
2187,Red Wine,Syrah,Bean and Bacon,Syrah,86,301,104,6.5,8,6,3.9,5,3,3,4,2,5
2188,Red Wine,Syrah,Pasta with Sausage,Syrah,133,1048,489,22.9,45,48,23.3,5,3,3,4,2,5
2189,White Wine,"Gewürztraminer, Alsace",Muenster Cheese,Gewurztraminer,2,60,387,30.5,216,7,6.6,3,0,1,4,3,3
2190,Dessert Wine,Late Harvest Gewürztraminer,Muenster Cheese,Gewurztraminer,2,60,387,30.5,216,7,6.6,3,0,1,4,3,3
2191,White Wine,"Gewürztraminer, Alsace",Choucroute,Gewurztraminer,5,,,,,,,3,0,1,4,3,3
2192,White Wine,Gewürztraminer,Clams,Gewurztraminer,6,755,318,12.9,164,3,34.9,3,0,1,4,3,3
2193,White Wine,Gewürztraminer,Foie Gras,Gewurztraminer,9,146,534,23.8,60,2,4.6,3,0,1,4,3,3
2194,Dessert Wine,Late Harvest Gewürztraminer,Foie Gras,Gewurztraminer,9,146,534,23.8,60,2,4.6,3,0,1,4,3,3
2195,White Wine,"Gewürztraminer, Alsace",Lobster,Gewurztraminer,12,2036,742,60.9,169,3,44.3,3,0,1,4,3,3
2196,White Wine,Gewürztraminer,Olives,Gewurztraminer,14,654,426,31.6,21,1,8,3,0,1,4,3,3
2197,White Wine,Gewürztraminer,Thai Cuisine,Gewurztraminer,21,388,238,16.3,0,9,3.4,3,0,1,4,3,3
2198,White Wine,Gewürztraminer,Apple,Gewurztraminer,34,241,512,26.7,31,8,3.6,3,0,1,4,3,3
2199,Dessert Wine,Late Harvest Gewürztraminer,Apple Dessert,Gewurztraminer,35,22,124,3.2,8,3,0.8,3,0,1,4,3,3
2200,White Wine,Gewürztraminer,Apple Dessert,Gewurztraminer,35,22,124,3.2,8,3,0.8,3,0,1,4,3,3
2201,White Wine,Gewürztraminer,Asian Cuisine,Gewurztraminer,41,388,238,16.3,0,9,3.4,3,0,1,4,3,3
2202,White Wine,Gewürztraminer,Asparagus,Gewurztraminer,42,471,123,10.8,2,2,3.3,3,0,1,4,3,3
2203,White Wine,Gewürztraminer,Avocado,Gewurztraminer,43,654,426,31.6,21,1,8,3,0,1,4,3,3
2204,White Wine,Gewürztraminer,Barbecue,Gewurztraminer,45,219,46,0.9,1,9,0.3,3,0,1,4,3,3
2205,White Wine,Gewürztraminer,Beets,Gewurztraminer,55,107,347,26.1,7,25,5.3,3,0,1,4,3,3
2206,White Wine,"Gewürztraminer, Alsace",Cabbage,Gewurztraminer,61,253,200,12,11,5,0.8,3,0,1,4,3,3
2207,White Wine,Gewürztraminer,Ceviche,Gewurztraminer,64,241,62,2,6,3,2.9,3,0,1,4,3,3
2208,White Wine,"Gewürztraminer, Alsace",Cheese,Gewurztraminer,65,654,426,31.6,21,1,8,3,0,1,4,3,3
2209,White Wine,Gewürztraminer,Cheddar Cheese,Gewurztraminer,71,654,426,31.6,21,1,8,3,0,1,4,3,3
2210,White Wine,Gewürztraminer,Fontina Cheese,Gewurztraminer,75,60,387,30.5,216,7,6.6,3,0,1,4,3,3
2211,White Wine,"Gewürztraminer, Alsace",Fourme D'ambert Cheese,Gewurztraminer,76,60,387,30.5,216,7,6.6,3,0,1,4,3,3
2212,White Wine,Gewürztraminer,Gorgonzola Cheese,Gewurztraminer,77,201,160,14.6,42,2,5.7,3,0,1,4,3,3
2213,White Wine,Gewürztraminer,Gruyere Cheese,Gewurztraminer,79,654,426,31.6,21,1,8,3,0,1,4,3,3
2214,White Wine,Gewürztraminer,Chiles,Gewurztraminer,2,601,362,34.3,58,3,9.2,3,0,1,4,3,3
2215,White Wine,"Gewürztraminer, Alsace",Chinese Cuisine Spicy,Gewurztraminer,4,388,238,16.3,0,9,3.4,3,0,1,4,3,3
2216,White Wine,Gewürztraminer,Milk Chocolate,Gewurztraminer,8,184,213,3,2,1,2,3,0,1,4,3,3
2217,White Wine,Gewürztraminer,Cilantro,Gewurztraminer,9,675,270,11.5,0,8,8.9,3,0,1,4,3,3
2218,White Wine,"Gewürztraminer, Alsace",Curry Dishes,Gewurztraminer,21,980,328,23.4,106,2,17.9,3,0,1,4,3,3
2219,White Wine,Gewürztraminer,Chicken Curry Dishes,Gewurztraminer,23,651,539,33.2,65,5,20.4,3,0,1,4,3,3
2220,White Wine,Gewürztraminer,Lamb Curry Dishes,Gewurztraminer,25,651,539,33.2,65,5,20.4,3,0,1,4,3,3
2221,White Wine,"Gewürztraminer, Alsace",Duck,Gewurztraminer,31,1538,625,45.1,280,1,51.8,3,0,1,4,3,3
2222,White Wine,Gewürztraminer,Duck L'Orange,Gewurztraminer,33,346,297,10.7,222,8,43.2,3,0,1,4,3,3
2223,White Wine,Altenberg De Bergbieten Grand Cru - Gewurztraminer,Duck L'Orange,Gewurztraminer,33,346,297,10.7,222,8,43.2,3,0,1,4,3,3
2224,White Wine,Gewürztraminer,Eggs and Egg Based Dishes,Gewurztraminer,35,340,253,14,24,8,0.9,3,0,1,4,3,3
2225,White Wine,"Gewürztraminer, Alsace",Ethiopian Cuisine,Gewurztraminer,38,388,238,16.3,0,9,3.4,3,0,1,4,3,3
2226,White Wine,"Gewürztraminer, German",Ethiopian Cuisine,Gewurztraminer,38,388,238,16.3,0,9,3.4,3,0,1,4,3,3
2227,White Wine,Gewürztraminer,Fish,Gewurztraminer,40,981,678,45.8,179,7,61.3,3,0,1,4,3,3
2228,Dessert Wine,Late Harvest Gewürztraminer,Foie Gras Terrine Torchon Pâté,Gewurztraminer,41,146,534,23.8,60,2,4.6,3,0,1,4,3,3
2229,White Wine,"Gewürztraminer, Alsace",Foie Gras Terrine Torchon Pâté,Gewurztraminer,41,146,534,23.8,60,2,4.6,3,0,1,4,3,3
2230,White Wine,Gewürztraminer,Foie Gras Terrine Torchon Pâté,Gewurztraminer,41,146,534,23.8,60,2,4.6,3,0,1,4,3,3
2231,White Wine,Gewürztraminer,Fruit Fresh,Gewurztraminer,44,654,426,31.6,21,1,8,3,0,1,4,3,3
2232,White Wine,Gewürztraminer,Fruit Desserts,Gewurztraminer,45,388,238,16.3,0,9,3.4,3,0,1,4,3,3
2233,White Wine,"Gewürztraminer, Alsace",Ginger,Gewurztraminer,51,303,211,8.7,51,8,2.4,3,0,1,4,3,3
2234,Dessert Wine,Late Harvest Gewürztraminer,Ginger Desserts (Gingerbread),Gewurztraminer,52,303,211,8.7,51,8,2.4,3,0,1,4,3,3
2235,White Wine,Gewürztraminer,Gravlax,Gewurztraminer,53,842,331,17.5,49,34,11.5,3,0,1,4,3,3
2236,White Wine,Gewürztraminer,Grilled Dishes,Gewurztraminer,54,980,328,23.4,106,2,17.9,3,0,1,4,3,3
2237,White Wine,Gewürztraminer,Ham,Gewurztraminer,59,394,195,10.5,30,5,6.1,3,0,1,4,3,3
2238,White Wine,Gewürztraminer,Herbed Dishes,Gewurztraminer,62,651,539,33.2,65,5,20.4,3,0,1,4,3,3
2239,White Wine,"Gewürztraminer, Alsace",Indian Cuisine,Gewurztraminer,66,1370,427,24.3,95,7,38.1,3,0,1,4,3,3
2240,White Wine,"Gewürztraminer, German",Indian Cuisine,Gewurztraminer,66,1370,427,24.3,95,7,38.1,3,0,1,4,3,3
2241,White Wine,Gewürztraminer,Mint,Gewurztraminer,83,222,364,15.9,41,6,3.7,3,0,1,4,3,3
2242,Dessert Wine,Late Harvest Gewürztraminer,Pears,Gewurztraminer,2,654,426,31.6,21,1,8,3,0,1,4,3,3
2243,White Wine,Gewürztraminer,Black Pepper,Gewurztraminer,5,575,419,31.2,29,8,13.6,3,0,1,4,3,3
2244,White Wine,Gewürztraminer,Pork,Gewurztraminer,13,855,296,17.9,144,1,20.9,3,0,1,4,3,3
2245,White Wine,Gewürztraminer,Pork With Fruit or Fruit Sauce,Gewurztraminer,14,654,426,31.6,21,1,8,3,0,1,4,3,3
2246,White Wine,Gewürztraminer,Pork Roasted,Gewurztraminer,16,684,335,19.7,110,4,36.5,3,0,1,4,3,3
2247,Dessert Wine,Late Harvest Gewürztraminer,Rhubarb,Gewurztraminer,25,130,290,9.1,4,8,2.6,3,0,1,4,3,3
2248,White Wine,Gewürztraminer,Rhubarb,Gewurztraminer,25,130,290,9.1,4,8,2.6,3,0,1,4,3,3
2249,White Wine,"Gewürztraminer, Alsace",Salmon Smoked,Gewurztraminer,46,312,120,10.8,37,1,5,3,0,1,4,3,3
2250,White Wine,Gewürztraminer,Trout Smoked,Gewurztraminer,47,,,,,,,3,0,1,4,3,3
2251,White Wine,Gewürztraminer,Soy Sauce,Gewurztraminer,56,387,135,11.9,31,4,4.2,3,0,1,4,3,3
2252,White Wine,"Gewürztraminer, Alsace",Sweetbreads,Gewurztraminer,71,1363,1063,30,109,8,15.2,3,0,1,4,3,3
2253,White Wine,Gewürztraminer,Tomatoes Raw,Gewurztraminer,80,1145,324,20.2,50,1,14.6,3,0,1,4,3,3
2254,White Wine,Gewürztraminer,Turkey,Gewurztraminer,86,651,539,33.2,65,5,20.4,3,0,1,4,3,3
2255,White Wine,Gewürztraminer,Turkey Roasted,Gewurztraminer,87,1734,351,5.9,120,9,40.1,3,0,1,4,3,3
2256,White Wine,Gewürztraminer,Vietnamese Cuisine,Gewurztraminer,92,388,238,16.3,0,9,3.4,3,0,1,4,3,3
2257,White Wine,Gewürztraminer,Wasabi,Gewurztraminer,93,278,533,34.6,158,5,40.7,3,0,1,4,3,3
2258,White Wine,Gewürztraminer,Sausage,Gewurztraminer,100,855,296,17.9,144,1,20.9,3,0,1,4,3,3
2259,White Wine,Gewürztraminer,Sausage,Gewurztraminer,0,861,409,32.2,109,7,25.6,3,0,1,4,3,3
2260,White Wine,Gewürztraminer,Sauerkraut,Gewurztraminer,5,1584,33,0.1,0,8,1.8,3,0,1,4,3,3
2261,White Wine,Gewürztraminer,Charcuterie,Gewurztraminer,13,,,,,,,3,0,1,4,3,3
2262,White Wine,Gewürztraminer,Goose,Gewurztraminer,31,264,1107,77.5,317,6,85.7,3,0,1,4,3,3
2263,White Wine,Gewürztraminer,"Shrimp, Leek, and Spinach Risotto",Gewurztraminer,33,654,232,10.3,72,2,11.1,3,0,1,4,3,3
2264,White Wine,"Gewürztraminer, Alsace",Pad Thai,Gewurztraminer,66,594,524,20.7,178,5,26.4,3,0,1,4,3,3
2265,White Wine,Gewürztraminer,Red Curry,Gewurztraminer,68,346,354,27.9,71,2,20.9,3,0,1,4,3,3
2266,White Wine,Gewürztraminer,Green Curry,Gewurztraminer,69,391,532,43.4,129,1,21.8,3,0,1,4,3,3
2267,White Wine,Gewürztraminer,Shrimp Curried,Gewurztraminer,76,1221,406,29.2,193,4,26.2,3,0,1,4,3,3
2268,White Wine,Gewürztraminer,Seafood Tempura,Gewurztraminer,4,1092,318,20.1,56,2,20.5,3,0,1,4,3,3
2269,White Wine,Gewürztraminer,Unagi/Anago (eel) - Grilled,Gewurztraminer,10,43,103,2.8,0,7,3.4,3,0,1,4,3,3
2270,White Wine,Gewürztraminer,Pig Roast,Gewurztraminer,48,343,1757,160.6,362,1,72.5,3,0,1,4,3,3
2271,White Wine,Altenberg De Bergbieten Grand Cru - Gewurztraminer,Caramel Pork,Gewurztraminer,58,2273,410,19.7,51,3,20.6,3,0,1,4,3,3
2272,White Wine,Frankstein Grand Cru - Gewurztraminer,Foie Gras Stuffed Quail,Gewurztraminer,60,954,307,9.6,90,9,17,3,0,1,4,3,3
2273,White Wine,Gewürztraminer,Brussel Sprouts,Gewurztraminer,96,625,312,25.4,70,8,8,3,0,1,4,3,3
2274,White Wine,Gewürztraminer,Banana,Gewurztraminer,47,219,218,11.1,44,4,3.2,3,0,1,4,3,3
2275,White Wine,Gewürztraminer,Bluefish,Gewurztraminer,74,1884,722,32.9,269,2,91.6,3,0,1,4,3,3
2276,White Wine,"Gewürztraminer, Alsace",Cajun Cuisine,Gewurztraminer,81,1633,465,19.8,73,4,28.1,3,0,1,4,3,3
2277,White Wine,Gewürztraminer,Catfish,Gewurztraminer,90,459,207,9,54,11,19.4,3,0,1,4,3,3
2278,White Wine,Gewürztraminer,Boursin Cheese,Gewurztraminer,98,871,394,21.1,148,6,45,3,0,1,4,3,3
2279,White Wine,Gewürztraminer,Epoisses Cheese,Gewurztraminer,104,654,426,31.6,21,1,8,3,0,1,4,3,3
2280,White Wine,Gewürztraminer,Raclette Cheese,Gewurztraminer,113,654,426,31.6,21,1,8,3,0,1,4,3,3
2281,White Wine,"Gewürztraminer, Alsace",Smoked Cheese,Gewurztraminer,124,1014,232,15.3,141,7,12.5,3,0,1,4,3,3
2282,White Wine,Gewürztraminer,Chervil,Gewurztraminer,138,9,172,6.9,0,6,3,3,0,1,4,3,3
2283,White Wine,Gewürztraminer,Chicken with Curry Sauce,Gewurztraminer,143,1370,427,24.3,95,7,38.1,3,0,1,4,3,3
2284,White Wine,Gewürztraminer,Jerked Chicken,Gewurztraminer,148,1204,376,4.3,39,7,22,3,0,1,4,3,3
2285,White Wine,"Gewürztraminer, Alsace",Sweet and Sour Chicken,Gewurztraminer,4,759,639,18.4,160,2,59.2,3,0,1,4,3,3
2286,White Wine,Gewürztraminer,Chicken Tikka Masala,Gewurztraminer,6,927,403,25,100,5,27.2,3,0,1,4,3,3
2287,White Wine,Gewürztraminer,Cinnamon,Gewurztraminer,19,198,372,19,51,2,6.4,3,0,1,4,3,3
2288,White Wine,Gewürztraminer,Cloves,Gewurztraminer,21,15,60,0.1,0,6,0.1,3,0,1,4,3,3
2289,White Wine,Gewürztraminer,Coriander,Gewurztraminer,29,744,20,1.1,0,3,0.8,3,0,1,4,3,3
2290,White Wine,Gewürztraminer,Cornish Game Hen,Gewurztraminer,30,1383,814,57.5,340,7,59.4,3,0,1,4,3,3
2291,White Wine,Gewürztraminer,Stew,Gewurztraminer,31,1605,528,24.6,96,1,29.4,3,0,1,4,3,3
2292,White Wine,"Gewürztraminer, Alsace",Crab with Black Bean Sauce,Gewurztraminer,32,857,172,9.6,24,1,8.5,3,0,1,4,3,3
2293,White Wine,"Gewürztraminer, Alsace",Crêpes,Gewurztraminer,37,,,,,,,3,0,1,4,3,3
2294,White Wine,Gewürztraminer,Duck with Curry Sauce,Gewurztraminer,42,1076,1488,108.1,182,1,49.2,3,0,1,4,3,3
2295,White Wine,Gewürztraminer,Duck with Fruit Sauce,Gewurztraminer,43,2343,712,28.7,107,64,44.8,3,0,1,4,3,3
2296,White Wine,Gewürztraminer,Peking Duck,Gewurztraminer,46,1256,280,15.1,99,6,25.1,3,0,1,4,3,3
2297,White Wine,Gewürztraminer,Zucchini Blossoms Fried,Gewurztraminer,58,250,267,19.6,284,3,14.5,3,0,1,4,3,3
2298,White Wine,Gewürztraminer,Garlic,Gewurztraminer,81,376,213,10.1,22,4,6.9,3,0,1,4,3,3
2299,White Wine,Gewürztraminer,Horseradish,Gewurztraminer,101,39,66,6.1,13,2,1,3,0,1,4,3,3
2300,White Wine,Gewürztraminer,Japanese Cuisine,Gewurztraminer,108,388,238,16.3,0,9,3.4,3,0,1,4,3,3
2301,White Wine,Gewürztraminer,Japanese Cuisine,Gewurztraminer,108,388,238,16.3,0,9,3.4,3,0,1,4,3,3
2302,White Wine,"Gewürztraminer, Alsace",Chicken Liver,Gewurztraminer,114,203,83,7.1,65,1,4.3,3,0,1,4,3,3
2303,White Wine,"Gewürztraminer, Alsace",Chicken Liver,Gewurztraminer,114,203,83,7.1,65,1,4.3,3,0,1,4,3,3
2304,White Wine,Gewürztraminer,Grilled Lobster,Gewurztraminer,115,2036,742,60.9,169,3,44.3,3,0,1,4,3,3
2305,White Wine,Gewürztraminer,Broiled Lobster,Gewurztraminer,116,734,214,8.3,162,1,32,3,0,1,4,3,3
2306,White Wine,Gewürztraminer,Lychee,Gewurztraminer,117,61,239,2.4,10,5,7.1,3,0,1,4,3,3
2307,Dessert Wine,Late Harvest Gewürztraminer,Lychee,Gewurztraminer,117,61,239,2.4,10,5,7.1,3,0,1,4,3,3
2308,White Wine,Gewürztraminer,Melon,Gewurztraminer,120,20,70,0.2,0,1,0.8,3,0,1,4,3,3
2309,Dessert Wine,Late Harvest Gewürztraminer,Melon,Gewurztraminer,120,20,70,0.2,0,1,0.8,3,0,1,4,3,3
2310,White Wine,Gewürztraminer,Mexican Cuisine,Gewurztraminer,121,185,5,0.2,0,9,0.2,3,0,1,4,3,3
2311,White Wine,"Gewürztraminer, Alsace",Onion,Gewurztraminer,126,3336,618,35.9,114,5,29.7,3,0,1,4,3,3
2312,White Wine,Gewürztraminer,Peanuts,Gewurztraminer,132,299,432,27.8,17,4,7.2,3,0,1,4,3,3
2313,White Wine,Gewürztraminer,Peanut Sauce,Gewurztraminer,133,148,62,5.1,0,7,1.3,3,0,1,4,3,3
2314,White Wine,Gewürztraminer,Cobb Salad,Gewurztraminer,10,421,374,20.6,219,6,23.9,3,0,1,4,3,3
2315,White Wine,Gewürztraminer,Fish Smoked,Gewurztraminer,38,95,37,3.3,8,1,1.9,3,0,1,4,3,3
2316,White Wine,Gewürztraminer,French Onion Soup,Gewurztraminer,47,1053,174,9.6,26,6,5.5,3,0,1,4,3,3
2317,White Wine,Gewürztraminer,Pea Soup,Gewurztraminer,49,255,310,1,0,9,19.7,3,0,1,4,3,3
2318,White Wine,Gewürztraminer,Potato Soup,Gewurztraminer,50,1060,190,3.3,12,1,4.9,3,0,1,4,3,3
2319,White Wine,Gewürztraminer,Tomato Soup,Gewurztraminer,52,1073,141,3.4,0,5,5.4,3,0,1,4,3,3
2320,White Wine,Gewürztraminer,Southwestern Cuisine,Gewurztraminer,54,575,419,31.2,29,8,13.6,3,0,1,4,3,3
2321,White Wine,Gewürztraminer,Squid Fried,Gewurztraminer,55,980,784,20.1,301,5,53,3,0,1,4,3,3
2322,White Wine,Gewürztraminer,Sweet Potato,Gewurztraminer,64,254,389,20.6,78,8,4.5,3,0,1,4,3,3
2323,White Wine,Gewürztraminer,Szechuan Food,Gewurztraminer,67,911,77,2.6,0,1,3.4,3,0,1,4,3,3
2324,White Wine,Gewürztraminer,Trout,Gewurztraminer,72,263,470,33.2,181,6,40.4,3,0,1,4,3,3
2325,White Wine,Gewürztraminer,Zucchini Blossoms,Gewurztraminer,92,278,348,28.1,0,6,5.7,3,0,1,4,3,3
2326,White Wine,Gewürztraminer,Kung Pao Chicken,Gewurztraminer,118,596,437,23.3,66,3,34.4,3,0,1,4,3,3
2327,White Wine,Gewürztraminer,Kung Pao Chicken,Gewurztraminer,118,596,437,23.3,66,3,34.4,3,0,1,4,3,3
2328,White Wine,Gewürztraminer,Butternut Squash Soup,Gewurztraminer,119,1081,397,33.4,83,2,7.7,3,0,1,4,3,3
2329,White Wine,Gewürztraminer,Turkey Sausage,Gewurztraminer,144,765,408,30.1,217,5,30.1,3,0,1,4,3,3
2330,White Wine,Gewürztraminer,Caraway Seeds,Gewurztraminer,45,210,73,3.6,0,4,1.5,3,0,1,4,3,3
2331,White Wine,Gewürztraminer,Caribbean Cusine,Gewurztraminer,46,1463,253,15.9,48,4,16.6,3,0,1,4,3,3
2332,White Wine,Gewürztraminer,Stir Fried Chicken,Gewurztraminer,87,1067,260,16.1,36,7,16.4,3,0,1,4,3,3
2333,White Wine,"Gewürztraminer, Alsace",Chile Rellenos,Gewurztraminer,91,1746,741,42.3,171,3,39.2,3,0,1,4,3,3
2334,White Wine,Gewürztraminer,Crab with Coriander and other Spices,Gewurztraminer,107,829,1137,85.7,255,14,64.4,3,0,1,4,3,3
2335,White Wine,"Gewürztraminer, Alsace",Creole Cuisine,Gewurztraminer,111,1114,424,14.7,369,2,40.8,3,0,1,4,3,3
2336,White Wine,Gewürztraminer,Duck with Coriander,Gewurztraminer,125,1012,394,9.9,175,2,45.3,3,0,1,4,3,3
2337,White Wine,"Gewürztraminer, Alsace",Duck with Soy Sauce,Gewurztraminer,126,1012,394,9.9,175,2,45.3,3,0,1,4,3,3
2338,White Wine,Gewürztraminer,Enchiladas,Gewurztraminer,137,639,755,46,150,5,36.3,3,0,1,4,3,3
2339,White Wine,"Gewürztraminer, German",Fish with Curry Sauce,Gewurztraminer,145,523,203,10.6,56,9,17.6,3,0,1,4,3,3
